date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:41:24	4926/4926	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202024%2014:37:39%20GMT	https://static.wixstatic.com/media/43eeab_518a1e12482c4fa9ae5a413eb31111ae~mv2.png/v1/fill/w_83,h_66,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/winnovia_final.png	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/43eeab_518a1e12482c4fa9ae5a413eb31111ae_mv2.png/v1/fill/w_83,h_66,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/winnovia_final.png	(from https://www.winnovia.co/)
17:41:24	688/688	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202024%2014:37:38%20GMT	https://static.wixstatic.com/media/5bfb6f_28efe7c743ac43949e0c7d7ebbe08575~mv2.png/v1/fill/w_96,h_30,al_c,q_85,usm_0.66_1.00_0.01,blur_1,enc_auto/5bfb6f_28efe7c743ac43949e0c7d7ebbe08575~mv2.png	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/5bfb6f_28efe7c743ac43949e0c7d7ebbe08575_mv2.png/v1/fill/w_96,h_30,al_c,q_85,usm_0.66_1.00_0.01,blur_1,e/5bfb6f_28efe7c743ac43949e0c7d7ebbe08575_mv2	(from https://www.winnovia.co/)
17:41:25	805149/805149	---MCZ	200	added ('OK')	text/html	etag:W/%22e6fd86699e78e6600254fa8bb5f3afe6%22	https://www.winnovia.co/services	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/services.html	(from https://www.winnovia.co/)
17:41:26	786567/786567	---MCZ	200	added ('OK')	text/html	etag:W/%22c3d8f8ff54e2b5c24891c031ff48949c%22	https://www.winnovia.co/about	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/about.html	(from https://www.winnovia.co/)
17:41:27	825852/825852	---MCZ	200	added ('OK')	text/html	etag:W/%22158565948638e868d2d940d0f0b994fe%22	https://www.winnovia.co/contact	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/contact.html	(from https://www.winnovia.co/)
17:41:28	1088073/1088073	---MCZ	200	added ('OK')	text/html	etag:W/%22064c7ed53e04da045a21160364b1fbce%22	https://www.winnovia.co/blog	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog.html	(from https://www.winnovia.co/)
17:41:29	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.winnovia.co/)
17:41:29	466/466	---MCZ	200	added ('OK')	text/xml	etag:W/%221d2-IPjKXKhS67a15sEr5f9dS06Zuj8%22	https://www.winnovia.co/sitemap.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/sitemap.xml	(from https://www.winnovia.co/)
17:41:30	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:41:24%20GMT	https://www.winnovia.co/feed.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/feed.11.delayed	(from https://www.winnovia.co/)
17:41:30	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:41:25%20GMT	https://www.winnovia.co/${i.uri}	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/${i.12.delayed	(from https://www.winnovia.co/)
17:41:30	129551/129551	---M-Z	200	added ('OK')	application/javascript	etag:W/%22527ec354959778a051d3721e4e4df75d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.27ddc1fa.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.27ddc1fa.bundle.min.js	(from https://www.winnovia.co/)
17:41:31	210094/210094	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e66e35eaca3c741cd6f22e32e1412581%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.c19101c7.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/wix-thunderbolt/dist/main.c19101c7.bundle.min.js	(from https://www.winnovia.co/)
17:41:31	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://www.winnovia.co/)
17:41:31	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.winnovia.co/)
17:41:31	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.winnovia.co/)
17:41:32	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.winnovia.co/)
17:41:33	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:41:27%20GMT	https://www.winnovia.co/decodeURIComponent(e	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/decodeURIComponent(e.19.delayed	(from https://www.winnovia.co/)
17:41:34	9800/9800	---M-Z	200	added ('OK')	application/javascript	etag:W/%227f6a360bf47f00b1714dc34cc20ec4bd%22	https://static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/tag-manager-client/1.875.0/siteTags.bundle.min.js	(from https://www.winnovia.co/)
17:41:34	129489/129489	---M-Z	200	added ('OK')	application/javascript	etag:W/%222ebf0290e140b412dc487c75b60d718c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.718dbdea.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.718dbdea.bundle.min.js	(from https://www.winnovia.co/services)
17:41:35	210022/210022	---M-Z	200	added ('OK')	application/javascript	etag:W/%22659b610c294c7c5e3ab4fbfb1a397bcf%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.a041a540.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/wix-thunderbolt/dist/main.a041a540.bundle.min.js	(from https://www.winnovia.co/services)
17:41:37	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	(from https://www.winnovia.co/contact)
17:41:38	25753/25753	---M-Z	200	added ('OK')	application/javascript	etag:W/%220f85df3d909cf91da248d3878fb00868%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/9143.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/9143.chunk.min.js	(from https://www.winnovia.co/blog)
17:41:39	288198/288198	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e166f054e5c83ce56a3c465eeb839db3%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/6910.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/6910.chunk.min.js	(from https://www.winnovia.co/blog)
17:41:39	33016/33016	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e41b0ce4e2ee4e806d032ec482c241b9%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/post-list-pro-gallery.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/post-list-pro-gallery.chunk.min.js	(from https://www.winnovia.co/blog)
17:41:41	1094488/1094488	---MCZ	200	added ('OK')	text/html	etag:W/%2283de6bcfa6398238ea5c26c6355751e5%22	https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/how-do-you-stay-on-top-of-competitors.html	(from https://www.winnovia.co/blog)
17:41:42	1149725/1149725	---MCZ	200	added ('OK')	text/html	etag:W/%22d98f9b7608d96dd53216b406ea383b70%22	https://www.winnovia.co/post/what-happened-last-week-on-social-media-marketer-s-edition	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/what-happened-last-week-on-social-media-marketer-s-edition.html	(from https://www.winnovia.co/blog)
17:41:44	1154690/1154690	---MCZ	200	added ('OK')	text/html	etag:W/%22808cc19013f0a7ed57b06efdecbe1268%22	https://www.winnovia.co/post/delivering-successful-erp-project	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/delivering-successful-erp-project.html	(from https://www.winnovia.co/blog)
17:41:49	745515/745515	---M-Z	200	added ('OK')	application/javascript	etag:W/%22af7f19bd7705749e4d4332730ea3f55b%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/BlogViewerWidgetNoCss.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/BlogViewerWidgetNoCss.bundle.min.js	(from https://www.winnovia.co/blog)
17:41:50	1133906/1133906	---MCZ	200	added ('OK')	text/html	etag:W/%22e52b987ccbcc7a4bdaff5c1c8456d4fd%22	https://www.winnovia.co/post/reasons-for-erp-projects-failure-and-how-to-avoid-them	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/reasons-for-erp-projects-failure-and-how-to-avoid-them.html	(from https://www.winnovia.co/blog)
17:41:54	896413/896413	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2207a43ccdb227c22e7577fca9483613eb%22	https://www.winnovia.co/post/c	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/c.26.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:58	896141/896141	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%220f6c56ff7cf6d94102c0fb97dc8411d7%22	https://www.winnovia.co/post/t	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/t.27.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:58	37670/37670	---M-Z	200	added ('OK')	application/javascript	etag:W/%22cc5909144e1ea5405ceb79d2ea9647bc%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/401.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/401.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:58	136629/136629	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a795a32bf07e88d818e8667d59cd879b%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8017.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8017.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:58	41109/41109	---M-Z	200	added ('OK')	application/javascript	etag:W/%2216293bf0967bbea27423bcc5e4096031%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8409.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8409.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:58	72623/72623	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f29b2543d8bd5b36744e535a345e8dd5%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/1150.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/1150.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:59	23091/23091	---M-Z	200	added ('OK')	application/javascript	etag:W/%2215841d4c6454d5616867353339aba5cc%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8455.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/8455.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:59	102226/102226	---M-Z	200	added ('OK')	application/javascript	etag:W/%222e812af1b6a1cce2ad6cab31f165286b%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/1595.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/1595.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:59	10428/10428	---M-Z	200	added ('OK')	application/javascript	etag:W/%229d792dcdf76cdc0dc290a5f65cc0ffd8%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/5760.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/5760.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:41:59	11713/11713	---M-Z	200	added ('OK')	application/javascript	etag:W/%220d4f27fb81748ba7260627eec712b0a9%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/rich-content-viewer.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/rich-content-viewer.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:00	19967/19967	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fa7f53ea5bff3ebf2ac855df39af169d%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/9670.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/9670.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:00	13865/13865	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f0de4fae134556a2cbd2d289e472c12c%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/ricos_plugin_image.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/ricos_plugin_image.chunk.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:01	3357/3357	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Aug%202024%2014:41:56%20GMT	https://static.wixstatic.com/media/43eeab_58cf2260b73049a3aeac337359f00492~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/43eeab_58cf2260b73049a3aeac337359f00492~mv2.jpg	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/43eeab_58cf2260b73049a3aeac337359f00492_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/43eeab_58cf2260b73049a3aeac337359f00492_mv2	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:05	896372/896372	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2246db60d0eb22dd7b7b82b8a7d20697d0%22	https://www.winnovia.co/post/robots.txt	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/robots.33.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:05	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:42:00%20GMT	https://www.winnovia.co/post/sitemap.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/sitemap.34.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:06	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202024%2014:42:00%20GMT	https://www.winnovia.co/post/feed.xml	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/feed.35.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:10	896296/896296	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%226042418d522ad391d7ccc73deadf5adb%22	https://www.winnovia.co/post/${i.uri}	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/${i.36.delayed	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:10	826064/826064	---M-Z	200	added ('OK')	application/javascript	etag:W/%227e0124594c504f2c4c736d0daa0fade9%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/PostViewerWidgetNoCss.bundle.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/PostViewerWidgetNoCss.bundle.min.js	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:20	660556/660556	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2014:42:11%20GMT	https://www.winnovia.co/post/decodeURIComponent(e	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/post/decodeURIComponent(e.html	(from https://www.winnovia.co/post/how-do-you-stay-on-top-of-competitors)
17:42:20	3340/3340	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Aug%202024%2014:42:13%20GMT	https://static.wixstatic.com/media/43eeab_734a8510e44145a793059b2afdcbea24~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/43eeab_734a8510e44145a793059b2afdcbea24~mv2.jpg	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/43eeab_734a8510e44145a793059b2afdcbea24_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/43eeab_734a8510e44145a793059b2afdcbea24_mv2	(from https://www.winnovia.co/post/what-happened-last-week-on-social-media-marketer-s-edition)
17:42:20	3629/3629	---M-Z	200	added ('OK')	application/javascript	etag:W/%2252ffe3dbee5867aac98df30c4943d799%22	https://static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/ricos_plugin_divider.chunk.min.js	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.parastorage.com/services/communities-blog-ooi/1.1896.0/client-viewer/ricos_plugin_divider.chunk.min.js	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:21	4444/4444	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Aug%202024%2014:42:16%20GMT	https://static.wixstatic.com/media/43eeab_3967d87b59b7407fa757941a898cac15~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/43eeab_3967d87b59b7407fa757941a898cac15~mv2.jpg	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/static.wixstatic.com/media/43eeab_3967d87b59b7407fa757941a898cac15_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2/43eeab_3967d87b59b7407fa757941a898cac15_mv2	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:23	1029447/1029447	---MCZ	200	added ('OK')	text/html	etag:W/%227367e1de3181b59edacd22b8455fe960%22	https://www.winnovia.co/blog/tags/oracle	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/oracle.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:26	1027559/1027559	---MCZ	200	added ('OK')	text/html	etag:W/%22a3a393dcd07a2f741133551a6636f2ca%22	https://www.winnovia.co/blog/tags/flectra	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/flectra.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:29	1027335/1027335	---MCZ	200	added ('OK')	text/html	etag:W/%22a0c763e32450f5ff6e2755b6971f9ec8%22	https://www.winnovia.co/blog/tags/odoo	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/odoo.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:31	1013150/1013150	---MCZ	200	added ('OK')	text/html	etag:W/%22f20be33d4e21ab1c8faef51b64281984%22	https://www.winnovia.co/blog/tags/erp	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/erp.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
17:42:33	1013470/1013470	---MCZ	200	added ('OK')	text/html	etag:W/%221c71c50b85db5b8246f35d9eae4c070f%22	https://www.winnovia.co/blog/tags/odoo-implementation	C:/Users/Khaled%20Maher/Downloads/Website%20Download/winnovia.co/www.winnovia.co/blog/tags/odoo-implementation.html	(from https://www.winnovia.co/post/delivering-successful-erp-project)
